filter,sparse_input,beta_scaling,beta,dim,mse
DiagSF,false,true,0.1,8,0.2844705868871043
DiagSF,false,false,0.1,32,0.4091648741585073
DiagSF,false,true,0.07071067811865475,16,0.4599362372375199
BlockSF,false,false,0.1,8,0.18249445999876476
BlockSF,false,true,0.1,8,0.16304822779307163
DiagSF,false,false,0.1,64,0.45911767126318903
DiagSF,false,true,0.05,32,0.5998890003637622
BlockSF,false,false,0.1,16,0.17158277987377765
FullSF,false,false,0.1,8,0.19900158846739155
FullSF,false,true,0.1,8,0.2022453660072876
BlockSF,false,true,0.07071067811865475,16,0.30362559690978896
DiagSF,false,false,0.1,128,3.360555791608712e54
BlockSF,false,false,0.1,32,0.25655287823032585
FullSF,false,false,0.1,16,0.21739614590771247
DiagSF,false,true,0.035355339059327376,64,0.7641823139611029
FullSF,false,true,0.07071067811865475,16,0.34541101707112615
BlockSF,false,true,0.05,32,0.5113664814866888
DiagSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,64,0.3406285360668849
FullSF,false,false,0.1,32,0.24453222617696257
DiagSF,false,true,0.025,128,0.8947644192286125
FullSF,false,true,0.05,32,0.47399958547775733
BlockSF,false,true,0.035355339059327376,64,0.6470331871028283
BlockSF,false,false,0.1,128,0.3259323314966182
DiagSF,false,true,0.017677669529663688,256,7.154034903379579e17
DiagSF,false,false,0.1,512,NaN
FullSF,false,false,0.1,64,0.26856505391862917
BlockSF,false,true,0.025,128,0.821918794403069
FullSF,false,true,0.035355339059327376,64,0.6029219561731542
DiagSF,false,false,0.1,1024,3.6544286306866985e177
BlockSF,false,false,0.1,256,3.3332460259902046e65
DiagSF,false,true,0.0125,512,2.2833597853558686e38
FullSF,false,false,0.1,128,0.2356271550307777
BlockSF,false,true,0.017677669529663688,256,0.8761829277806528
DiagSF,false,true,0.008838834764831844,1024,3.13747183488745e29
FullSF,false,true,0.025,128,0.7768271431248406
BlockSF,false,false,0.1,512,Inf
BlockSF,false,true,0.0125,512,2.3540654707651604e27
FullSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,1024,NaN
BlockSF,false,true,0.008838834764831844,1024,2.2394339894889263e54
FullSF,false,true,0.017677669529663688,256,0.8275145323689355
DiagSF,false,false,0.1,8,0.3102145946509223
DiagSF,false,false,0.1,16,0.3320987159150164
DiagSF,false,true,0.1,8,0.24019959116872408
DiagSF,false,false,0.1,32,0.3987179761070722
DiagSF,false,true,0.07071067811865475,16,0.4375814797556498
BlockSF,false,false,0.1,8,0.2258092864247793
BlockSF,false,true,0.1,8,0.16934682229228523
DiagSF,false,false,0.1,64,0.5252144006768541
DiagSF,false,true,0.05,32,0.5968981493463872
BlockSF,false,false,0.1,16,0.21508408664008072
FullSF,false,false,0.1,8,0.15354266863651794
FullSF,false,true,0.1,8,0.19882876187406082
BlockSF,false,true,0.07071067811865475,16,0.27772674850846146
DiagSF,false,false,0.1,128,NaN
BlockSF,false,false,0.1,32,0.304830452711127
FullSF,false,false,0.1,16,0.2790047832894587
DiagSF,false,true,0.035355339059327376,64,0.7518283895552756
FullSF,false,true,0.07071067811865475,16,0.3265231861197391
BlockSF,false,true,0.05,32,0.4868198092345032
DiagSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,64,0.25410344694023257
FullSF,false,false,0.1,32,0.2104218411589444
DiagSF,false,true,0.025,128,0.8671390817673805
FullSF,false,true,0.05,32,0.44968173034653663
BlockSF,false,true,0.035355339059327376,64,0.6173586120837997
DiagSF,false,false,0.1,512,NaN
DiagSF,false,true,0.017677669529663688,256,0.943769550375908
BlockSF,false,false,0.1,128,0.2989291053073568
FullSF,false,false,0.1,64,0.3004329545120253
BlockSF,false,true,0.025,128,0.7822189084584642
FullSF,false,true,0.035355339059327376,64,0.5899079677919615
DiagSF,false,true,0.0125,512,1.188184212865811e186
BlockSF,false,false,0.1,256,NaN
FullSF,false,false,0.1,128,0.38800972530141986
BlockSF,false,true,0.017677669529663688,256,0.8697424937849288
BlockSF,false,false,0.1,512,NaN
FullSF,false,true,0.025,128,0.7186276203791853
BlockSF,false,true,0.0125,512,1.2068486986204416e30
FullSF,false,false,0.1,256,NaN
FullSF,false,true,0.017677669529663688,256,0.8563189722681623
DiagSF,false,false,0.1,8,0.30004466616301756
DiagSF,false,false,0.1,16,0.3693510987849472
DiagSF,false,true,0.1,8,0.3205264129246752
DiagSF,false,false,0.1,32,0.4074303403588718
DiagSF,false,true,0.07071067811865475,16,0.4903912053761466
BlockSF,false,false,0.1,8,0.23896428318204388
BlockSF,false,true,0.1,8,0.22033879836904677
DiagSF,false,false,0.1,64,0.5182683824152599
DiagSF,false,true,0.05,32,0.6257696855564485
BlockSF,false,false,0.1,16,0.30696397370267475
FullSF,false,false,0.1,8,0.18363743502186383
FullSF,false,true,0.1,8,0.22346961615220695
BlockSF,false,true,0.07071067811865475,16,0.3604822439268232
DiagSF,false,false,0.1,128,3.0765982589478958e41
FullSF,false,false,0.1,16,0.22850282261300114
BlockSF,false,false,0.1,32,0.2617660680798487
DiagSF,false,true,0.035355339059327376,64,0.7972438680288696
FullSF,false,true,0.07071067811865475,16,0.3724934041634486
BlockSF,false,true,0.05,32,0.4901652567657156
DiagSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,64,0.31299773703740613
FullSF,false,false,0.1,32,0.27565807510597623
DiagSF,false,true,0.025,128,0.8940132536081649
FullSF,false,true,0.05,32,0.43554800464729165
BlockSF,false,true,0.035355339059327376,64,0.643023076101218
DiagSF,false,true,0.017677669529663688,256,1.6109751914377833e70
BlockSF,false,false,0.1,128,0.39001570779994976
DiagSF,false,false,0.1,512,1.9806883735082383e58
FullSF,false,false,0.1,64,0.23437869195694946
BlockSF,false,true,0.025,128,0.8369676276576408
FullSF,false,true,0.035355339059327376,64,0.6170146630500667
DiagSF,false,false,0.1,1024,NaN
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,1.2950541335911048e247
FullSF,false,false,0.1,128,0.22983803264564928
BlockSF,false,true,0.017677669529663688,256,0.8882812033050506
DiagSF,false,true,0.008838834764831844,1024,1.4450075766796265e68
FullSF,false,true,0.025,128,0.7503599865324435
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,NaN
FullSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,1024,NaN
BlockSF,false,true,0.008838834764831844,1024,NaN
FullSF,false,true,0.017677669529663688,256,0.8654609061127541
DiagSF,false,false,0.1,8,0.3551570628530382
DiagSF,false,false,0.1,16,0.3722653929523742
DiagSF,false,true,0.1,8,0.31455316722706744
DiagSF,false,false,0.1,32,0.413238089560131
DiagSF,false,true,0.07071067811865475,16,0.4540643796057115
BlockSF,false,false,0.1,8,0.2272046743836039
BlockSF,false,true,0.1,8,0.20929696821092345
DiagSF,false,false,0.1,64,0.5125340477553546
DiagSF,false,true,0.05,32,0.6310085953920088
BlockSF,false,false,0.1,16,0.22170269149295546
FullSF,false,false,0.1,8,0.1831722929730694
FullSF,false,true,0.1,8,0.17216270154057384
BlockSF,false,true,0.07071067811865475,16,0.37356846498749613
DiagSF,false,false,0.1,128,4.788131422484308e35
BlockSF,false,false,0.1,32,0.31532022423901906
FullSF,false,false,0.1,16,0.28875080373892587
DiagSF,false,true,0.035355339059327376,64,0.7727661815197548
FullSF,false,true,0.07071067811865475,16,0.3506296059873584
BlockSF,false,true,0.05,32,0.5903212789860461
DiagSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,64,0.26876895419178753
FullSF,false,false,0.1,32,0.2228343042076661
DiagSF,false,true,0.025,128,0.8995957566855419
FullSF,false,true,0.05,32,0.46296274600474907
BlockSF,false,true,0.035355339059327376,64,0.6779251462713687
DiagSF,false,true,0.017677669529663688,256,5.47035259831427e16
BlockSF,false,false,0.1,128,0.32779258625081975
DiagSF,false,false,0.1,512,NaN
FullSF,false,false,0.1,64,0.2656415132384527
BlockSF,false,true,0.025,128,0.7955997272118854
FullSF,false,true,0.035355339059327376,64,0.6681778454771178
DiagSF,false,false,0.1,1024,NaN
BlockSF,false,false,0.1,256,5.5514886126163894e103
DiagSF,false,true,0.0125,512,2.5328116380545597e21
FullSF,false,false,0.1,128,0.4219294098524403
BlockSF,false,true,0.017677669529663688,256,0.8824651494857122
FullSF,false,true,0.025,128,0.7170792473900908
DiagSF,false,true,0.008838834764831844,1024,9.666078533776838e101
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,3.2204032091186926e38
FullSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,1024,5.214568125108163e111
BlockSF,false,true,0.008838834764831844,1024,8.114038701981072e30
FullSF,false,true,0.017677669529663688,256,0.8669499985386647
DiagSF,false,false,0.1,8,0.306308483469207
DiagSF,false,false,0.1,16,0.3351501888816734
DiagSF,false,true,0.1,8,0.2891641155010767
DiagSF,false,false,0.1,32,0.3840866227141087
DiagSF,false,true,0.07071067811865475,16,0.47807219681266355
BlockSF,false,false,0.1,8,0.17990319559171114
BlockSF,false,true,0.1,8,0.2085525161081244
DiagSF,false,false,0.1,64,0.4629175634884039
DiagSF,false,true,0.05,32,0.5894133269957853
BlockSF,false,false,0.1,16,0.31042744544660283
FullSF,false,false,0.1,8,0.1676105247974387
FullSF,false,true,0.1,8,0.15405957504620726
BlockSF,false,true,0.07071067811865475,16,0.33764624173949304
DiagSF,false,false,0.1,128,1.0180733827570897e79
BlockSF,false,false,0.1,32,0.30695749487662966
FullSF,false,false,0.1,16,0.22815878397805894
DiagSF,false,true,0.035355339059327376,64,0.7675528394320824
FullSF,false,true,0.07071067811865475,16,0.32710964245302704
BlockSF,false,true,0.05,32,0.5076492818897023
DiagSF,false,false,0.1,256,1.2782968482864222e49
BlockSF,false,false,0.1,64,0.27253011329148097
FullSF,false,false,0.1,32,0.30282085716611323
DiagSF,false,true,0.025,128,0.8960165462482012
FullSF,false,true,0.05,32,0.4514767451612579
BlockSF,false,true,0.035355339059327376,64,0.6989357711101847
BlockSF,false,false,0.1,128,0.30221752716879297
DiagSF,false,false,0.1,512,NaN
DiagSF,false,true,0.017677669529663688,256,9.251708927616716e13
FullSF,false,false,0.1,64,0.19816402522570148
BlockSF,false,true,0.025,128,0.7866346680019249
FullSF,false,true,0.035355339059327376,64,0.6311276684992561
BlockSF,false,false,0.1,256,Inf
DiagSF,false,true,0.0125,512,4.534137834958531e32
FullSF,false,false,0.1,128,NaN
BlockSF,false,true,0.017677669529663688,256,0.8716465710336082
FullSF,false,true,0.025,128,0.7902359058998213
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,1.0027551025834663e85
FullSF,false,false,0.1,256,NaN
FullSF,false,true,0.017677669529663688,256,0.8354265479137509
DiagSF,false,false,0.1,8,0.3377770626950882
DiagSF,false,false,0.1,16,0.3552925612449355
DiagSF,false,true,0.1,8,0.30927969507638514
DiagSF,false,false,0.1,32,0.4244903800048474
DiagSF,false,true,0.07071067811865475,16,0.43806516693400305
BlockSF,false,false,0.1,8,0.19923670039043176
BlockSF,false,true,0.1,8,0.19747186347112494
DiagSF,false,false,0.1,64,0.4589499813895439
DiagSF,false,true,0.05,32,0.58800622235686
BlockSF,false,false,0.1,16,0.18554216921621036
FullSF,false,false,0.1,8,0.24652503738160908
FullSF,false,true,0.1,8,0.1994359800874112
BlockSF,false,true,0.07071067811865475,16,0.368856773727047
DiagSF,false,false,0.1,128,NaN
BlockSF,false,false,0.1,32,0.29852750132278816
DiagSF,false,true,0.035355339059327376,64,0.7923239572508287
FullSF,false,false,0.1,16,0.21831892655828494
FullSF,false,true,0.07071067811865475,16,0.3164155102383543
BlockSF,false,true,0.05,32,0.5499579601387081
DiagSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,64,0.41545881395003725
FullSF,false,false,0.1,32,0.2549461587216892
DiagSF,false,true,0.025,128,0.866011424304116
FullSF,false,true,0.05,32,0.5417134951042275
BlockSF,false,true,0.035355339059327376,64,0.6489782870527231
DiagSF,false,true,0.017677669529663688,256,0.9701351781427838
BlockSF,false,false,0.1,128,0.4461309866463923
DiagSF,false,false,0.1,512,NaN
FullSF,false,false,0.1,64,0.16337639153746955
BlockSF,false,true,0.025,128,0.7770254248970165
FullSF,false,true,0.035355339059327376,64,0.6451495125599391
DiagSF,false,false,0.1,1024,NaN
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,4.218697553524661e98
FullSF,false,false,0.1,128,0.30839654374702397
BlockSF,false,true,0.017677669529663688,256,0.8945909793396609
DiagSF,false,true,0.008838834764831844,1024,1.7769886512465723e25
FullSF,false,true,0.025,128,0.752218045837935
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,NaN
FullSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,1024,NaN
BlockSF,false,true,0.008838834764831844,1024,NaN
FullSF,false,true,0.017677669529663688,256,0.8197233571164985
DiagSF,false,false,0.1,8,0.32928173958160833
DiagSF,false,false,0.1,16,0.27568679353220954
DiagSF,false,true,0.1,8,0.35199230348094435
DiagSF,false,false,0.1,32,0.4038402605136561
DiagSF,false,true,0.07071067811865475,16,0.4578282055987275
BlockSF,false,false,0.1,8,0.20179068801253203
BlockSF,false,true,0.1,8,0.1821219674518357
DiagSF,false,false,0.1,64,0.45674455900131244
DiagSF,false,true,0.05,32,0.5802712586028194
BlockSF,false,false,0.1,16,0.22938952483916186
FullSF,false,false,0.1,8,0.1901799940888703
FullSF,false,true,0.1,8,0.1759918849583971
BlockSF,false,true,0.07071067811865475,16,0.33680553211985226
DiagSF,false,false,0.1,128,0.5940258077302072
BlockSF,false,false,0.1,32,0.2862770629820384
FullSF,false,false,0.1,16,0.2521716232186908
DiagSF,false,true,0.035355339059327376,64,0.7457412689199564
FullSF,false,true,0.07071067811865475,16,0.327708866420807
BlockSF,false,true,0.05,32,0.5553012272220607
DiagSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,64,0.23787713453283926
FullSF,false,false,0.1,32,0.26980724247610405
DiagSF,false,true,0.025,128,0.8958968114588198
FullSF,false,true,0.05,32,0.4489523242933161
BlockSF,false,true,0.035355339059327376,64,0.6861809164180365
DiagSF,false,true,0.017677669529663688,256,0.9538285043181621
BlockSF,false,false,0.1,128,0.8296798113842255
DiagSF,false,false,0.1,512,3.273590312593872e79
FullSF,false,false,0.1,64,0.19913021963915645
BlockSF,false,true,0.025,128,0.7683591343329589
FullSF,false,true,0.035355339059327376,64,0.6121337341422374
BlockSF,false,false,0.1,256,NaN
DiagSF,false,false,0.1,1024,NaN
DiagSF,false,true,0.0125,512,4.3428089818145747e24
FullSF,false,false,0.1,128,NaN
BlockSF,false,true,0.017677669529663688,256,0.8814342882037102
BlockSF,false,false,0.1,512,NaN
FullSF,false,true,0.025,128,0.7208892571260437
DiagSF,false,true,0.008838834764831844,1024,1.663686516674572e23
BlockSF,false,true,0.0125,512,6.712477395202853e42
FullSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,1024,3.3817715480484066e67
BlockSF,false,true,0.008838834764831844,1024,1.399223462273168e43
FullSF,false,true,0.017677669529663688,256,0.8673594167078892
DiagSF,false,false,0.1,8,0.3273802214587039
DiagSF,false,false,0.1,16,0.38822345048381496
DiagSF,false,true,0.1,8,0.2934187236830886
DiagSF,false,false,0.1,32,0.4314937681316499
DiagSF,false,true,0.07071067811865475,16,0.46677192942610685
BlockSF,false,false,0.1,8,0.22369039856710282
BlockSF,false,true,0.1,8,0.24864189474798598
DiagSF,false,false,0.1,64,0.50188500975848
DiagSF,false,true,0.05,32,0.635620695827031
BlockSF,false,false,0.1,16,0.28194682883723676
FullSF,false,false,0.1,8,0.18787946547687132
FullSF,false,true,0.1,8,0.18294185116742157
BlockSF,false,true,0.07071067811865475,16,0.3375307209949629
DiagSF,false,false,0.1,128,0.6614860292496927
BlockSF,false,false,0.1,32,0.26167818415572824
DiagSF,false,true,0.035355339059327376,64,0.8298714356465302
FullSF,false,false,0.1,16,0.18088937085747778
FullSF,false,true,0.07071067811865475,16,0.28713217275477415
BlockSF,false,true,0.05,32,0.4955487915798922
DiagSF,false,false,0.1,256,6.107716673913612e185
BlockSF,false,false,0.1,64,0.30850702617211745
FullSF,false,false,0.1,32,0.306121216865788
DiagSF,false,true,0.025,128,0.8634416365235971
FullSF,false,true,0.05,32,0.4367967748289324
BlockSF,false,true,0.035355339059327376,64,0.6536549727822214
DiagSF,false,true,0.017677669529663688,256,3.064527892774192e46
BlockSF,false,false,0.1,128,NaN
DiagSF,false,false,0.1,512,NaN
FullSF,false,false,0.1,64,0.19661035943815355
BlockSF,false,true,0.025,128,0.8151127470233599
FullSF,false,true,0.035355339059327376,64,0.6684373086363321
BlockSF,false,false,0.1,256,NaN
DiagSF,false,false,0.1,1024,3.029564208423932e51
DiagSF,false,true,0.0125,512,2.7287909242977815e25
FullSF,false,false,0.1,128,0.2816920768023449
BlockSF,false,true,0.017677669529663688,256,0.9010327527838765
FullSF,false,true,0.025,128,0.7551885542654637
BlockSF,false,false,0.1,512,NaN
DiagSF,false,true,0.008838834764831844,1024,5.302508860218699e41
BlockSF,false,true,0.0125,512,NaN
FullSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,1024,NaN
BlockSF,false,true,0.008838834764831844,1024,1.3516226010590563e41
FullSF,false,true,0.017677669529663688,256,0.8564483115554328
DiagSF,false,false,0.1,8,0.265872928985226
DiagSF,false,false,0.1,16,0.3711412077330398
DiagSF,false,true,0.1,8,0.271242095230534
DiagSF,false,false,0.1,32,0.3909106035089197
DiagSF,false,true,0.07071067811865475,16,0.5072830325623663
BlockSF,false,false,0.1,8,0.17189992640132987
BlockSF,false,true,0.1,8,0.16500819533454847
DiagSF,false,true,0.05,32,0.6296670660539675
DiagSF,false,false,0.1,64,0.43104944917507687
BlockSF,false,false,0.1,16,0.26035515358727024
FullSF,false,false,0.1,8,0.2033147988318057
FullSF,false,true,0.1,8,0.19941314045277161
BlockSF,false,true,0.07071067811865475,16,0.33585773376859657
BlockSF,false,false,0.1,32,0.29660182860870077
DiagSF,false,false,0.1,128,Inf
DiagSF,false,true,0.035355339059327376,64,0.7691209983742481
FullSF,false,false,0.1,16,0.2466560365664522
FullSF,false,true,0.07071067811865475,16,0.38722664003753715
BlockSF,false,true,0.05,32,0.48102088095540874
DiagSF,false,false,0.1,256,NaN
FullSF,false,false,0.1,32,0.28654363922929227
BlockSF,false,false,0.1,64,0.38661131767543255
DiagSF,false,true,0.025,128,0.9076010909917654
FullSF,false,true,0.05,32,0.47694262183780495
BlockSF,false,true,0.035355339059327376,64,0.6525708464290655
DiagSF,false,false,0.1,512,NaN
BlockSF,false,false,0.1,128,0.40923266697468724
DiagSF,false,true,0.017677669529663688,256,2.2025352064718174e12
FullSF,false,false,0.1,64,0.18533611293486962
BlockSF,false,true,0.025,128,0.7938856916930409
FullSF,false,true,0.035355339059327376,64,0.5994767338934663
DiagSF,false,true,0.0125,512,4.819419275518205e191
DiagSF,false,false,0.1,1024,NaN
BlockSF,false,false,0.1,256,NaN
FullSF,false,false,0.1,128,NaN
BlockSF,false,true,0.017677669529663688,256,0.8829247202788564
BlockSF,false,false,0.1,512,NaN
FullSF,false,true,0.025,128,0.718295344811514
DiagSF,false,true,0.008838834764831844,1024,Inf
BlockSF,false,true,0.0125,512,NaN
FullSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,1024,NaN
FullSF,false,true,0.017677669529663688,256,0.893130869522176
BlockSF,false,true,0.008838834764831844,1024,NaN
DiagSF,false,false,0.1,8,0.27778980846341544
DiagSF,false,false,0.1,16,0.35504418703522267
DiagSF,false,true,0.1,8,0.2931604042508866
DiagSF,false,false,0.1,32,0.4466867418113597
DiagSF,false,true,0.07071067811865475,16,0.44552957286854344
BlockSF,false,false,0.1,8,0.18944875030464686
BlockSF,false,true,0.1,8,0.18950789231669665
DiagSF,false,false,0.1,64,0.5513881184948163
DiagSF,false,true,0.05,32,0.5817636141582335
BlockSF,false,false,0.1,16,0.2630832529072658
FullSF,false,false,0.1,8,0.19532086292182496
FullSF,false,true,0.1,8,0.22006889102307392
BlockSF,false,true,0.07071067811865475,16,0.35102448621808185
